module_code,course_name,course_provider,course_level,module_name,difficulty_level,keywords,link
AI7458,Intermediate AI Course,LinkedIn Learning,Intermediate,Intermediate Concepts in Intermediate AI Course,Medium,"AI, deep learning, machine learning",https://linkedinlearning.com/ai/intermediate
DE7459,Beginner DevOps Course,LinkedIn Learning,Beginner,Introduction to Beginner DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://linkedinlearning.com/devops/beginner
AI7460,Intermediate AI Course,Pluralsight,Intermediate,Intermediate Concepts in Intermediate AI Course,Medium,"AI, deep learning, machine learning",https://pluralsight.com/ai/intermediate
IO7461,Beginner IoT Course,Pluralsight,Beginner,Introduction to Beginner IoT Course,Easy,"IoT, internet of things, smart devices",https://pluralsight.com/iot/beginner
CY7462,Intermediate Cybersecurity Course,Coursera,Intermediate,Introduction to Intermediate Cybersecurity Course,Easy,"cybersecurity, information security, encryption",https://coursera.com/cybersecurity/intermediate
SO7463,Intermediate Software Engineering Course,Google Developers,Intermediate,Introduction to Intermediate Software Engineering Course,Easy,"software engineering, programming, coding, development",https://googledevelopers.com/software-engineering/intermediate
CL7464,Intermediate Cloud Computing Course,Coursera,Intermediate,Advanced Topics in Intermediate Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://coursera.com/cloud-computing/intermediate
DA7465,Intermediate Data Science Course,Google Developers,Intermediate,Introduction to Intermediate Data Science Course,Easy,"data science, big data, analysis, statistics",https://googledevelopers.com/data-science/intermediate
WE7466,Intermediate Web Development Course,Udemy,Intermediate,Intermediate Concepts in Intermediate Web Development Course,Medium,"web development, frontend, backend, full-stack",https://udemy.com/web-development/intermediate
IO7467,Beginner IoT Course,edX,Beginner,Introduction to Beginner IoT Course,Easy,"IoT, internet of things, smart devices",https://edx.com/iot/beginner
MA7468,Intermediate Machine Learning Course,LinkedIn Learning,Intermediate,Intermediate Concepts in Intermediate Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://linkedinlearning.com/machine-learning/intermediate
CL7469,Intermediate Cloud Computing Course,Google Developers,Intermediate,Advanced Topics in Intermediate Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://googledevelopers.com/cloud-computing/intermediate
IO7470,Intermediate IoT Course,Coursera,Intermediate,Advanced Topics in Intermediate IoT Course,Hard,"IoT, internet of things, smart devices",https://coursera.com/iot/intermediate
BL7471,Expert Blockchain Course,Coursera,Expert,Advanced Topics in Expert Blockchain Course,Hard,"blockchain, cryptocurrency, smart contracts",https://coursera.com/blockchain/expert
IO7472,Expert IoT Course,Udemy,Expert,Introduction to Expert IoT Course,Easy,"IoT, internet of things, smart devices",https://udemy.com/iot/expert
MA7473,Beginner Machine Learning Course,Google Developers,Beginner,Intermediate Concepts in Beginner Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://googledevelopers.com/machine-learning/beginner
CL7474,Beginner Cloud Computing Course,Pluralsight,Beginner,Advanced Topics in Beginner Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://pluralsight.com/cloud-computing/beginner
UI7475,Expert UI/UX Design Course,Udemy,Expert,Introduction to Expert UI/UX Design Course,Easy,"UI, UX, design, user experience, user interface",https://udemy.com/ui/ux-design/expert
CL7476,Intermediate Cloud Computing Course,edX,Intermediate,Introduction to Intermediate Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://edx.com/cloud-computing/intermediate
CL7477,Intermediate Cloud Computing Course,Udemy,Intermediate,Introduction to Intermediate Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://udemy.com/cloud-computing/intermediate
SO7478,Intermediate Software Engineering Course,Udemy,Intermediate,Introduction to Intermediate Software Engineering Course,Easy,"software engineering, programming, coding, development",https://udemy.com/software-engineering/intermediate
CL7479,Intermediate Cloud Computing Course,LinkedIn Learning,Intermediate,Advanced Topics in Intermediate Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://linkedinlearning.com/cloud-computing/intermediate
UI7480,Beginner UI/UX Design Course,LinkedIn Learning,Beginner,Intermediate Concepts in Beginner UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://linkedinlearning.com/ui/ux-design/beginner
MO7481,Intermediate Mobile App Development Course,Google Developers,Intermediate,Advanced Topics in Intermediate Mobile App Development Course,Hard,"mobile app development, Android, iOS, Flutter",https://googledevelopers.com/mobile-app-development/intermediate
MA7482,Expert Machine Learning Course,Udemy,Expert,Advanced Topics in Expert Machine Learning Course,Hard,"machine learning, AI, artificial intelligence",https://udemy.com/machine-learning/expert
MA7483,Beginner Machine Learning Course,Pluralsight,Beginner,Introduction to Beginner Machine Learning Course,Easy,"machine learning, AI, artificial intelligence",https://pluralsight.com/machine-learning/beginner
SO7484,Beginner Software Engineering Course,Coursera,Beginner,Introduction to Beginner Software Engineering Course,Easy,"software engineering, programming, coding, development",https://coursera.com/software-engineering/beginner
MA7485,Beginner Machine Learning Course,edX,Beginner,Intermediate Concepts in Beginner Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://edx.com/machine-learning/beginner
CY7486,Expert Cybersecurity Course,LinkedIn Learning,Expert,Introduction to Expert Cybersecurity Course,Easy,"cybersecurity, information security, encryption",https://linkedinlearning.com/cybersecurity/expert
AI7487,Beginner AI Course,LinkedIn Learning,Beginner,Intermediate Concepts in Beginner AI Course,Medium,"AI, deep learning, machine learning",https://linkedinlearning.com/ai/beginner
DE7488,Beginner DevOps Course,LinkedIn Learning,Beginner,Introduction to Beginner DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://linkedinlearning.com/devops/beginner
CY7489,Expert Cybersecurity Course,Coursera,Expert,Intermediate Concepts in Expert Cybersecurity Course,Medium,"cybersecurity, information security, encryption",https://coursera.com/cybersecurity/expert
MA7490,Beginner Machine Learning Course,LinkedIn Learning,Beginner,Introduction to Beginner Machine Learning Course,Easy,"machine learning, AI, artificial intelligence",https://linkedinlearning.com/machine-learning/beginner
UI7491,Intermediate UI/UX Design Course,Google Developers,Intermediate,Introduction to Intermediate UI/UX Design Course,Easy,"UI, UX, design, user experience, user interface",https://googledevelopers.com/ui/ux-design/intermediate
UI7492,Intermediate UI/UX Design Course,Udemy,Intermediate,Intermediate Concepts in Intermediate UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://udemy.com/ui/ux-design/intermediate
MO7493,Expert Mobile App Development Course,Pluralsight,Expert,Introduction to Expert Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://pluralsight.com/mobile-app-development/expert
WE7494,Intermediate Web Development Course,edX,Intermediate,Introduction to Intermediate Web Development Course,Easy,"web development, frontend, backend, full-stack",https://edx.com/web-development/intermediate
MA7495,Expert Machine Learning Course,Coursera,Expert,Introduction to Expert Machine Learning Course,Easy,"machine learning, AI, artificial intelligence",https://coursera.com/machine-learning/expert
DE7496,Beginner DevOps Course,LinkedIn Learning,Beginner,Introduction to Beginner DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://linkedinlearning.com/devops/beginner
DA7497,Beginner Data Science Course,LinkedIn Learning,Beginner,Intermediate Concepts in Beginner Data Science Course,Medium,"data science, big data, analysis, statistics",https://linkedinlearning.com/data-science/beginner
DE7498,Intermediate DevOps Course,Google Developers,Intermediate,Intermediate Concepts in Intermediate DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://googledevelopers.com/devops/intermediate
WE7499,Intermediate Web Development Course,Google Developers,Intermediate,Intermediate Concepts in Intermediate Web Development Course,Medium,"web development, frontend, backend, full-stack",https://googledevelopers.com/web-development/intermediate
DA7500,Beginner Data Science Course,Coursera,Beginner,Intermediate Concepts in Beginner Data Science Course,Medium,"data science, big data, analysis, statistics",https://coursera.com/data-science/beginner
CL7501,Intermediate Cloud Computing Course,edX,Intermediate,Introduction to Intermediate Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://edx.com/cloud-computing/intermediate
BL7502,Beginner Blockchain Course,Google Developers,Beginner,Introduction to Beginner Blockchain Course,Easy,"blockchain, cryptocurrency, smart contracts",https://googledevelopers.com/blockchain/beginner
DE7503,Beginner DevOps Course,Pluralsight,Beginner,Introduction to Beginner DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://pluralsight.com/devops/beginner
MA7504,Expert Machine Learning Course,Udemy,Expert,Introduction to Expert Machine Learning Course,Easy,"machine learning, AI, artificial intelligence",https://udemy.com/machine-learning/expert
MA7505,Expert Machine Learning Course,Udemy,Expert,Intermediate Concepts in Expert Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://udemy.com/machine-learning/expert
CY7506,Beginner Cybersecurity Course,Udemy,Beginner,Introduction to Beginner Cybersecurity Course,Easy,"cybersecurity, information security, encryption",https://udemy.com/cybersecurity/beginner
CL7507,Beginner Cloud Computing Course,edX,Beginner,Intermediate Concepts in Beginner Cloud Computing Course,Medium,"cloud, AWS, Azure, GCP",https://edx.com/cloud-computing/beginner
BL7508,Expert Blockchain Course,Coursera,Expert,Introduction to Expert Blockchain Course,Easy,"blockchain, cryptocurrency, smart contracts",https://coursera.com/blockchain/expert
SO7509,Expert Software Engineering Course,Udemy,Expert,Intermediate Concepts in Expert Software Engineering Course,Medium,"software engineering, programming, coding, development",https://udemy.com/software-engineering/expert
DE7510,Beginner DevOps Course,Coursera,Beginner,Advanced Topics in Beginner DevOps Course,Hard,"devops, automation, CI/CD, infrastructure",https://coursera.com/devops/beginner
MA7511,Expert Machine Learning Course,Pluralsight,Expert,Introduction to Expert Machine Learning Course,Easy,"machine learning, AI, artificial intelligence",https://pluralsight.com/machine-learning/expert
MO7512,Expert Mobile App Development Course,edX,Expert,Advanced Topics in Expert Mobile App Development Course,Hard,"mobile app development, Android, iOS, Flutter",https://edx.com/mobile-app-development/expert
SO7513,Expert Software Engineering Course,Coursera,Expert,Intermediate Concepts in Expert Software Engineering Course,Medium,"software engineering, programming, coding, development",https://coursera.com/software-engineering/expert
DE7514,Beginner DevOps Course,Google Developers,Beginner,Intermediate Concepts in Beginner DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://googledevelopers.com/devops/beginner
CY7515,Intermediate Cybersecurity Course,edX,Intermediate,Advanced Topics in Intermediate Cybersecurity Course,Hard,"cybersecurity, information security, encryption",https://edx.com/cybersecurity/intermediate
IO7516,Expert IoT Course,Coursera,Expert,Intermediate Concepts in Expert IoT Course,Medium,"IoT, internet of things, smart devices",https://coursera.com/iot/expert
MA7517,Beginner Machine Learning Course,Coursera,Beginner,Introduction to Beginner Machine Learning Course,Easy,"machine learning, AI, artificial intelligence",https://coursera.com/machine-learning/beginner
IO7518,Beginner IoT Course,Google Developers,Beginner,Introduction to Beginner IoT Course,Easy,"IoT, internet of things, smart devices",https://googledevelopers.com/iot/beginner
CL7519,Intermediate Cloud Computing Course,edX,Intermediate,Introduction to Intermediate Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://edx.com/cloud-computing/intermediate
CL7520,Beginner Cloud Computing Course,Udemy,Beginner,Advanced Topics in Beginner Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://udemy.com/cloud-computing/beginner
DA7521,Intermediate Data Science Course,Udemy,Intermediate,Advanced Topics in Intermediate Data Science Course,Hard,"data science, big data, analysis, statistics",https://udemy.com/data-science/intermediate
DE7522,Expert DevOps Course,edX,Expert,Intermediate Concepts in Expert DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://edx.com/devops/expert
MO7523,Beginner Mobile App Development Course,Google Developers,Beginner,Introduction to Beginner Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://googledevelopers.com/mobile-app-development/beginner
CL7524,Expert Cloud Computing Course,LinkedIn Learning,Expert,Introduction to Expert Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://linkedinlearning.com/cloud-computing/expert
AI7525,Expert AI Course,Google Developers,Expert,Advanced Topics in Expert AI Course,Hard,"AI, deep learning, machine learning",https://googledevelopers.com/ai/expert
SO7526,Expert Software Engineering Course,Coursera,Expert,Intermediate Concepts in Expert Software Engineering Course,Medium,"software engineering, programming, coding, development",https://coursera.com/software-engineering/expert
MO7527,Beginner Mobile App Development Course,Google Developers,Beginner,Introduction to Beginner Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://googledevelopers.com/mobile-app-development/beginner
DE7528,Expert DevOps Course,Coursera,Expert,Advanced Topics in Expert DevOps Course,Hard,"devops, automation, CI/CD, infrastructure",https://coursera.com/devops/expert
CL7529,Beginner Cloud Computing Course,Coursera,Beginner,Intermediate Concepts in Beginner Cloud Computing Course,Medium,"cloud, AWS, Azure, GCP",https://coursera.com/cloud-computing/beginner
DE7530,Intermediate DevOps Course,Google Developers,Intermediate,Advanced Topics in Intermediate DevOps Course,Hard,"devops, automation, CI/CD, infrastructure",https://googledevelopers.com/devops/intermediate
DE7531,Beginner DevOps Course,Pluralsight,Beginner,Introduction to Beginner DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://pluralsight.com/devops/beginner
SO7532,Beginner Software Engineering Course,edX,Beginner,Advanced Topics in Beginner Software Engineering Course,Hard,"software engineering, programming, coding, development",https://edx.com/software-engineering/beginner
MO7533,Intermediate Mobile App Development Course,Coursera,Intermediate,Introduction to Intermediate Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://coursera.com/mobile-app-development/intermediate
CY7534,Expert Cybersecurity Course,LinkedIn Learning,Expert,Intermediate Concepts in Expert Cybersecurity Course,Medium,"cybersecurity, information security, encryption",https://linkedinlearning.com/cybersecurity/expert
IO7535,Beginner IoT Course,LinkedIn Learning,Beginner,Introduction to Beginner IoT Course,Easy,"IoT, internet of things, smart devices",https://linkedinlearning.com/iot/beginner
DE7536,Expert DevOps Course,Pluralsight,Expert,Intermediate Concepts in Expert DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://pluralsight.com/devops/expert
IO7537,Expert IoT Course,Google Developers,Expert,Intermediate Concepts in Expert IoT Course,Medium,"IoT, internet of things, smart devices",https://googledevelopers.com/iot/expert
MA7538,Expert Machine Learning Course,edX,Expert,Intermediate Concepts in Expert Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://edx.com/machine-learning/expert
AI7539,Intermediate AI Course,LinkedIn Learning,Intermediate,Intermediate Concepts in Intermediate AI Course,Medium,"AI, deep learning, machine learning",https://linkedinlearning.com/ai/intermediate
WE7540,Intermediate Web Development Course,edX,Intermediate,Intermediate Concepts in Intermediate Web Development Course,Medium,"web development, frontend, backend, full-stack",https://edx.com/web-development/intermediate
MA7541,Beginner Machine Learning Course,Google Developers,Beginner,Advanced Topics in Beginner Machine Learning Course,Hard,"machine learning, AI, artificial intelligence",https://googledevelopers.com/machine-learning/beginner
AI7542,Beginner AI Course,Google Developers,Beginner,Intermediate Concepts in Beginner AI Course,Medium,"AI, deep learning, machine learning",https://googledevelopers.com/ai/beginner
MO7543,Beginner Mobile App Development Course,edX,Beginner,Advanced Topics in Beginner Mobile App Development Course,Hard,"mobile app development, Android, iOS, Flutter",https://edx.com/mobile-app-development/beginner
CL7544,Beginner Cloud Computing Course,Google Developers,Beginner,Advanced Topics in Beginner Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://googledevelopers.com/cloud-computing/beginner
CL7545,Expert Cloud Computing Course,edX,Expert,Intermediate Concepts in Expert Cloud Computing Course,Medium,"cloud, AWS, Azure, GCP",https://edx.com/cloud-computing/expert
DE7546,Beginner DevOps Course,Pluralsight,Beginner,Intermediate Concepts in Beginner DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://pluralsight.com/devops/beginner
UI7547,Beginner UI/UX Design Course,Coursera,Beginner,Introduction to Beginner UI/UX Design Course,Easy,"UI, UX, design, user experience, user interface",https://coursera.com/ui/ux-design/beginner
IO7548,Intermediate IoT Course,Udemy,Intermediate,Intermediate Concepts in Intermediate IoT Course,Medium,"IoT, internet of things, smart devices",https://udemy.com/iot/intermediate
BL7549,Expert Blockchain Course,Pluralsight,Expert,Intermediate Concepts in Expert Blockchain Course,Medium,"blockchain, cryptocurrency, smart contracts",https://pluralsight.com/blockchain/expert
DE7550,Expert DevOps Course,Pluralsight,Expert,Introduction to Expert DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://pluralsight.com/devops/expert
MO7551,Expert Mobile App Development Course,Google Developers,Expert,Advanced Topics in Expert Mobile App Development Course,Hard,"mobile app development, Android, iOS, Flutter",https://googledevelopers.com/mobile-app-development/expert
DE7552,Beginner DevOps Course,Google Developers,Beginner,Intermediate Concepts in Beginner DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://googledevelopers.com/devops/beginner
WE7553,Expert Web Development Course,Google Developers,Expert,Introduction to Expert Web Development Course,Easy,"web development, frontend, backend, full-stack",https://googledevelopers.com/web-development/expert
DE7554,Beginner DevOps Course,Google Developers,Beginner,Introduction to Beginner DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://googledevelopers.com/devops/beginner
DA7555,Expert Data Science Course,LinkedIn Learning,Expert,Advanced Topics in Expert Data Science Course,Hard,"data science, big data, analysis, statistics",https://linkedinlearning.com/data-science/expert
UI7556,Beginner UI/UX Design Course,Google Developers,Beginner,Advanced Topics in Beginner UI/UX Design Course,Hard,"UI, UX, design, user experience, user interface",https://googledevelopers.com/ui/ux-design/beginner
DE7557,Beginner DevOps Course,edX,Beginner,Intermediate Concepts in Beginner DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://edx.com/devops/beginner
MA7558,Intermediate Machine Learning Course,edX,Intermediate,Advanced Topics in Intermediate Machine Learning Course,Hard,"machine learning, AI, artificial intelligence",https://edx.com/machine-learning/intermediate
DA7559,Intermediate Data Science Course,Udemy,Intermediate,Intermediate Concepts in Intermediate Data Science Course,Medium,"data science, big data, analysis, statistics",https://udemy.com/data-science/intermediate
MO7560,Intermediate Mobile App Development Course,edX,Intermediate,Advanced Topics in Intermediate Mobile App Development Course,Hard,"mobile app development, Android, iOS, Flutter",https://edx.com/mobile-app-development/intermediate
SO7561,Beginner Software Engineering Course,Udemy,Beginner,Introduction to Beginner Software Engineering Course,Easy,"software engineering, programming, coding, development",https://udemy.com/software-engineering/beginner
WE7562,Intermediate Web Development Course,LinkedIn Learning,Intermediate,Intermediate Concepts in Intermediate Web Development Course,Medium,"web development, frontend, backend, full-stack",https://linkedinlearning.com/web-development/intermediate
WE7563,Intermediate Web Development Course,LinkedIn Learning,Intermediate,Advanced Topics in Intermediate Web Development Course,Hard,"web development, frontend, backend, full-stack",https://linkedinlearning.com/web-development/intermediate
MA7564,Beginner Machine Learning Course,edX,Beginner,Intermediate Concepts in Beginner Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://edx.com/machine-learning/beginner
MO7565,Expert Mobile App Development Course,Udemy,Expert,Introduction to Expert Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://udemy.com/mobile-app-development/expert
CY7566,Expert Cybersecurity Course,Google Developers,Expert,Introduction to Expert Cybersecurity Course,Easy,"cybersecurity, information security, encryption",https://googledevelopers.com/cybersecurity/expert
CL7567,Expert Cloud Computing Course,Pluralsight,Expert,Advanced Topics in Expert Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://pluralsight.com/cloud-computing/expert
DE7568,Beginner DevOps Course,edX,Beginner,Intermediate Concepts in Beginner DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://edx.com/devops/beginner
MA7569,Intermediate Machine Learning Course,Google Developers,Intermediate,Introduction to Intermediate Machine Learning Course,Easy,"machine learning, AI, artificial intelligence",https://googledevelopers.com/machine-learning/intermediate
WE7570,Expert Web Development Course,Pluralsight,Expert,Introduction to Expert Web Development Course,Easy,"web development, frontend, backend, full-stack",https://pluralsight.com/web-development/expert
AI7571,Expert AI Course,Coursera,Expert,Advanced Topics in Expert AI Course,Hard,"AI, deep learning, machine learning",https://coursera.com/ai/expert
MA7572,Intermediate Machine Learning Course,Google Developers,Intermediate,Introduction to Intermediate Machine Learning Course,Easy,"machine learning, AI, artificial intelligence",https://googledevelopers.com/machine-learning/intermediate
CY7573,Beginner Cybersecurity Course,LinkedIn Learning,Beginner,Introduction to Beginner Cybersecurity Course,Easy,"cybersecurity, information security, encryption",https://linkedinlearning.com/cybersecurity/beginner
SO7574,Beginner Software Engineering Course,edX,Beginner,Introduction to Beginner Software Engineering Course,Easy,"software engineering, programming, coding, development",https://edx.com/software-engineering/beginner
MO7575,Intermediate Mobile App Development Course,edX,Intermediate,Intermediate Concepts in Intermediate Mobile App Development Course,Medium,"mobile app development, Android, iOS, Flutter",https://edx.com/mobile-app-development/intermediate
AI7576,Intermediate AI Course,Udemy,Intermediate,Intermediate Concepts in Intermediate AI Course,Medium,"AI, deep learning, machine learning",https://udemy.com/ai/intermediate
UI7577,Beginner UI/UX Design Course,Udemy,Beginner,Advanced Topics in Beginner UI/UX Design Course,Hard,"UI, UX, design, user experience, user interface",https://udemy.com/ui/ux-design/beginner
MA7578,Expert Machine Learning Course,Pluralsight,Expert,Advanced Topics in Expert Machine Learning Course,Hard,"machine learning, AI, artificial intelligence",https://pluralsight.com/machine-learning/expert
WE7579,Intermediate Web Development Course,Coursera,Intermediate,Intermediate Concepts in Intermediate Web Development Course,Medium,"web development, frontend, backend, full-stack",https://coursera.com/web-development/intermediate
CY7580,Expert Cybersecurity Course,Coursera,Expert,Introduction to Expert Cybersecurity Course,Easy,"cybersecurity, information security, encryption",https://coursera.com/cybersecurity/expert
UI7581,Expert UI/UX Design Course,Pluralsight,Expert,Advanced Topics in Expert UI/UX Design Course,Hard,"UI, UX, design, user experience, user interface",https://pluralsight.com/ui/ux-design/expert
DA7582,Intermediate Data Science Course,Coursera,Intermediate,Advanced Topics in Intermediate Data Science Course,Hard,"data science, big data, analysis, statistics",https://coursera.com/data-science/intermediate
IO7583,Intermediate IoT Course,LinkedIn Learning,Intermediate,Advanced Topics in Intermediate IoT Course,Hard,"IoT, internet of things, smart devices",https://linkedinlearning.com/iot/intermediate
BL7584,Expert Blockchain Course,edX,Expert,Advanced Topics in Expert Blockchain Course,Hard,"blockchain, cryptocurrency, smart contracts",https://edx.com/blockchain/expert
CY7585,Beginner Cybersecurity Course,Pluralsight,Beginner,Introduction to Beginner Cybersecurity Course,Easy,"cybersecurity, information security, encryption",https://pluralsight.com/cybersecurity/beginner
UI7586,Intermediate UI/UX Design Course,Coursera,Intermediate,Advanced Topics in Intermediate UI/UX Design Course,Hard,"UI, UX, design, user experience, user interface",https://coursera.com/ui/ux-design/intermediate
IO7587,Beginner IoT Course,Google Developers,Beginner,Advanced Topics in Beginner IoT Course,Hard,"IoT, internet of things, smart devices",https://googledevelopers.com/iot/beginner
WE7588,Intermediate Web Development Course,LinkedIn Learning,Intermediate,Intermediate Concepts in Intermediate Web Development Course,Medium,"web development, frontend, backend, full-stack",https://linkedinlearning.com/web-development/intermediate
MO7589,Intermediate Mobile App Development Course,Coursera,Intermediate,Intermediate Concepts in Intermediate Mobile App Development Course,Medium,"mobile app development, Android, iOS, Flutter",https://coursera.com/mobile-app-development/intermediate
WE7590,Beginner Web Development Course,Pluralsight,Beginner,Introduction to Beginner Web Development Course,Easy,"web development, frontend, backend, full-stack",https://pluralsight.com/web-development/beginner
CL7591,Beginner Cloud Computing Course,edX,Beginner,Intermediate Concepts in Beginner Cloud Computing Course,Medium,"cloud, AWS, Azure, GCP",https://edx.com/cloud-computing/beginner
SO7592,Intermediate Software Engineering Course,edX,Intermediate,Intermediate Concepts in Intermediate Software Engineering Course,Medium,"software engineering, programming, coding, development",https://edx.com/software-engineering/intermediate
MA7593,Intermediate Machine Learning Course,edX,Intermediate,Intermediate Concepts in Intermediate Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://edx.com/machine-learning/intermediate
BL7594,Intermediate Blockchain Course,Pluralsight,Intermediate,Advanced Topics in Intermediate Blockchain Course,Hard,"blockchain, cryptocurrency, smart contracts",https://pluralsight.com/blockchain/intermediate
MA7595,Beginner Machine Learning Course,edX,Beginner,Intermediate Concepts in Beginner Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://edx.com/machine-learning/beginner
DA7596,Beginner Data Science Course,edX,Beginner,Advanced Topics in Beginner Data Science Course,Hard,"data science, big data, analysis, statistics",https://edx.com/data-science/beginner
AI7597,Intermediate AI Course,Pluralsight,Intermediate,Introduction to Intermediate AI Course,Easy,"AI, deep learning, machine learning",https://pluralsight.com/ai/intermediate
IO7598,Intermediate IoT Course,LinkedIn Learning,Intermediate,Introduction to Intermediate IoT Course,Easy,"IoT, internet of things, smart devices",https://linkedinlearning.com/iot/intermediate
WE7599,Expert Web Development Course,Udemy,Expert,Introduction to Expert Web Development Course,Easy,"web development, frontend, backend, full-stack",https://udemy.com/web-development/expert
UI7600,Intermediate UI/UX Design Course,Udemy,Intermediate,Introduction to Intermediate UI/UX Design Course,Easy,"UI, UX, design, user experience, user interface",https://udemy.com/ui/ux-design/intermediate
WE7601,Beginner Web Development Course,Pluralsight,Beginner,Intermediate Concepts in Beginner Web Development Course,Medium,"web development, frontend, backend, full-stack",https://pluralsight.com/web-development/beginner
UI7602,Beginner UI/UX Design Course,Udemy,Beginner,Introduction to Beginner UI/UX Design Course,Easy,"UI, UX, design, user experience, user interface",https://udemy.com/ui/ux-design/beginner
BL7603,Beginner Blockchain Course,Pluralsight,Beginner,Advanced Topics in Beginner Blockchain Course,Hard,"blockchain, cryptocurrency, smart contracts",https://pluralsight.com/blockchain/beginner
CY7604,Beginner Cybersecurity Course,Pluralsight,Beginner,Intermediate Concepts in Beginner Cybersecurity Course,Medium,"cybersecurity, information security, encryption",https://pluralsight.com/cybersecurity/beginner
UI7605,Beginner UI/UX Design Course,LinkedIn Learning,Beginner,Advanced Topics in Beginner UI/UX Design Course,Hard,"UI, UX, design, user experience, user interface",https://linkedinlearning.com/ui/ux-design/beginner
DA7606,Beginner Data Science Course,Udemy,Beginner,Introduction to Beginner Data Science Course,Easy,"data science, big data, analysis, statistics",https://udemy.com/data-science/beginner
MO7607,Beginner Mobile App Development Course,edX,Beginner,Introduction to Beginner Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://edx.com/mobile-app-development/beginner
IO7608,Expert IoT Course,edX,Expert,Introduction to Expert IoT Course,Easy,"IoT, internet of things, smart devices",https://edx.com/iot/expert
UI7609,Intermediate UI/UX Design Course,edX,Intermediate,Intermediate Concepts in Intermediate UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://edx.com/ui/ux-design/intermediate
CL7610,Expert Cloud Computing Course,LinkedIn Learning,Expert,Advanced Topics in Expert Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://linkedinlearning.com/cloud-computing/expert
CL7611,Intermediate Cloud Computing Course,Udemy,Intermediate,Introduction to Intermediate Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://udemy.com/cloud-computing/intermediate
CL7612,Intermediate Cloud Computing Course,Google Developers,Intermediate,Intermediate Concepts in Intermediate Cloud Computing Course,Medium,"cloud, AWS, Azure, GCP",https://googledevelopers.com/cloud-computing/intermediate
MO7613,Beginner Mobile App Development Course,Google Developers,Beginner,Intermediate Concepts in Beginner Mobile App Development Course,Medium,"mobile app development, Android, iOS, Flutter",https://googledevelopers.com/mobile-app-development/beginner
UI7614,Intermediate UI/UX Design Course,LinkedIn Learning,Intermediate,Advanced Topics in Intermediate UI/UX Design Course,Hard,"UI, UX, design, user experience, user interface",https://linkedinlearning.com/ui/ux-design/intermediate
BL7615,Intermediate Blockchain Course,LinkedIn Learning,Intermediate,Intermediate Concepts in Intermediate Blockchain Course,Medium,"blockchain, cryptocurrency, smart contracts",https://linkedinlearning.com/blockchain/intermediate
